,title,writer,pony,dialog
28533,Triple Threat,Josh Hamilton,Starlight Glimmer,"[laughs] Ah, I like her."
28534,Triple Threat,Josh Hamilton,Spike,Ohhh.
28535,Triple Threat,Josh Hamilton,Spike,Good. They're not here.
28537,Triple Threat,Josh Hamilton,Spike,"Uh, I... I said, ""It's all clean in here!"" Uh, you must be hungry from your travels. Please, I'd love to present you with an official friendship welcome banquet."
28538,Triple Threat,Josh Hamilton,Starlight Glimmer,"Actually, that's not food."
28539,Triple Threat,Josh Hamilton,Spike,[aside] Dragons love gems!
28540,Triple Threat,Josh Hamilton,Starlight Glimmer,"Fine, but you're telling Twilight what happened to her wall."
28541,Triple Threat,Josh Hamilton,Spike,"Just keep her here. [to Ember] Okay, yeah! [laughs] Enjoy all the, uh... crystal... things!"
28543,Triple Threat,Josh Hamilton,Spike,Just gotta use the little dragons' room!
28544,Triple Threat,Josh Hamilton,Twilight Sparkle,So this is my comfy chair for fictional reads. [grunts] This is my studying chair because the hard back keeps me awake.
28546,Triple Threat,Josh Hamilton,Spike,"What? Oh, right! Uh, they ran out. Heh. Hey, I'm really sorry, but I gotta borrow Twilight quickly."
28547,Triple Threat,Josh Hamilton,Twilight Sparkle,Aah!
28548,Triple Threat,Josh Hamilton,Spike,Be right back!
28549,Triple Threat,Josh Hamilton,Spike,Ember's here!
28550,Triple Threat,Josh Hamilton,Twilight Sparkle,I know. I saw you coming and had to distract Thorax by showing him chairs. Why did you bring Ember to the castle of all places?
28551,Triple Threat,Josh Hamilton,Spike,"I don't know! Ember was asking for you, Thorax wants to talk with me. We need to switch places! They might be getting suspicious."
28552,Triple Threat,Josh Hamilton,Twilight Sparkle,All we have to do is make both Thorax and Ember feel special and keep them apart for a few more hours. We can do this.
28553,Triple Threat,Josh Hamilton,Twilight Sparkle,"I think it's the map. It's calling... you. Apparently, you also have to solve a friendship problem!"
28554,Triple Threat,Josh Hamilton,Spike,The map is calling me?!
28555,Triple Threat,Josh Hamilton,Twilight Sparkle,"Oh, amazing! The map is really reaching out!"
28556,Triple Threat,Josh Hamilton,Twilight Sparkle,Not a good time? I get it.
28557,Triple Threat,Josh Hamilton,Starlight Glimmer,"Spike, are you here? Ember's eaten all of Twilight's decorations, and<U+0097>oh! Hey, Twilight! [chuckles, gasps] Glowing map... [gulps] Glowing spikes... That's not good."
28558,Triple Threat,Josh Hamilton,Spike,I know!
28559,Triple Threat,Josh Hamilton,Starlight Glimmer,At least your friendship problem is in Ponyville? Heh.
28560,Triple Threat,Josh Hamilton,Spike,"Okay, okay. To pull this off, I'm gonna need both of you to help. You two need to keep Ember and Thorax separate while I get ice cream."
28561,Triple Threat,Josh Hamilton,Twilight Sparkle,"You mean ""find the friendship problem""."
28562,Triple Threat,Josh Hamilton,Spike,Yeeeees! Go easy on me. I'm under a lot of pressure.
28563,Triple Threat,Josh Hamilton,Spike,Friendship problem? Anypony gotta friendship problem here? Any problems to solve? Friendship problems? Friendship problems! Anypony got a friendship problem here? No? Okay.
28566,Triple Threat,Josh Hamilton,Spike,"Yes! Fighting! Uh, I mean, what seems to be the problem?"
28567,Triple Threat,Josh Hamilton,Twilight Sparkle,"Ember, there you are!"
28569,Triple Threat,Josh Hamilton,Twilight Sparkle,How's your trip to Ponyville so far?
28571,Triple Threat,Josh Hamilton,Twilight Sparkle,"[laughs nervously] Oh, my."
28572,Triple Threat,Josh Hamilton,Twilight Sparkle,"Nooooo. They're just making sure everything is perfect for your welcome party later. In the meantime, how about I show you around town?"
28575,Triple Threat,Josh Hamilton,Starlight Glimmer,"Uh, hey, Thorax. Um, Twilight and Spike had some boring official paperwork to deal with, so looks like you and I get to hang out. What would you like to do?"
28577,Triple Threat,Josh Hamilton,Starlight Glimmer,"Oh, you will. But first, how about we grab a bite to eat?"
28579,Triple Threat,Josh Hamilton,Starlight Glimmer,"No! I mean, yeah, but that's castle food. If you want the good stuff, we gotta go to town. Phew!"
28580,Triple Threat,Josh Hamilton,Spike,...and that's why you should never let cupcake flavors get in the way of your friendship.
28582,Triple Threat,Josh Hamilton,Spike,"Oh, come on! Glow!"
28584,Triple Threat,Josh Hamilton,Starlight Glimmer,[laughs nervously] Uh-huh. Uh-huh.
28585,Triple Threat,Josh Hamilton,Spike,Yep. [laughs] I am done with whatever Starlight says I was doing.
28586,Triple Threat,Josh Hamilton,Starlight Glimmer,"Thorax wanted to get out of the castle. I thought coming to town was a really, really great idea."
28588,Triple Threat,Josh Hamilton,Spike,"Uh, sssssure."
28589,Triple Threat,Josh Hamilton,Starlight Glimmer,I'll leave you guys to it.
28591,Triple Threat,Josh Hamilton,Spike,"Well, I definitely want to help you out as quickly as possible."
28593,Triple Threat,Josh Hamilton,Twilight Sparkle,That's not how ponies make friends.
28596,Triple Threat,Josh Hamilton,Starlight Glimmer,"Uh, you guys are in town, too?"
28598,Triple Threat,Josh Hamilton,Starlight Glimmer,No. I'm Starlight.
28604,Triple Threat,Josh Hamilton,Spike,"Thorax, uh, excuse me for a second."
28606,Triple Threat,Josh Hamilton,Spike,"[gasps] Uh, actually, I, uh... need a minute... alone... to, uh, really come up with great advice! [pants] I'll be right back."
28609,Triple Threat,Josh Hamilton,Starlight Glimmer,[chuckles] Mine's more of a glimmer. Heh.
28611,Triple Threat,Josh Hamilton,Spike,"Uh... Well, y'know, one thing friends do is let something go when it's upsetting somepony else."
28613,Triple Threat,Josh Hamilton,Spike,"Uh, well, I've seen you."
28617,Triple Threat,Josh Hamilton,Twilight Sparkle,"Actually, the bear is a changeling. And he's quite gentle."
28618,Triple Threat,Josh Hamilton,Spike,[screams] My worst fears are happening!
28619,Triple Threat,Josh Hamilton,Spike,Noooo!
28626,Triple Threat,Josh Hamilton,Spike,[panicked] Equestria as we know it is over! The war that pits changeling against dragon is about to begin! And it's all my fault! My title of Equestria's friendship ambassador is a lie<U+0097>! Oh. Hey. You guys aren't fighting?
28628,Triple Threat,Josh Hamilton,Spike,Because I accidentally invited you both over to Ponyville on the same day?
28630,Triple Threat,Josh Hamilton,Spike,So I... was trying to keep you apart because I didn't think you'd get along.
28632,Triple Threat,Josh Hamilton,Spike,"No, no, of course not! But<U+0097> Wait. Isn't that why you're here?"
28634,Triple Threat,Josh Hamilton,Spike,"Wait, please! [sighs] [to Thorax] I'm sorry."
28636,Triple Threat,Josh Hamilton,Spike,"No, that's not it! Thorax, wait! Oh, no... What have I done?"
28662,Triple Threat,Josh Hamilton,Spike,I think they're gone. They probably never want to see me again.
28663,Triple Threat,Josh Hamilton,Starlight Glimmer,Or they want to see you now.
28665,Triple Threat,Josh Hamilton,Spike,I know. I'm so sorry.
28668,Triple Threat,Josh Hamilton,Spike,You have every right to be.
28671,Triple Threat,Josh Hamilton,Spike,Whoa.
28674,Triple Threat,Josh Hamilton,Spike,"You guys should be mad at me. I was so worried about how it could go wrong, I didn't even think about how it could go right. [sighs] Can you forgive me?"
28677,Triple Threat,Josh Hamilton,Spike,No way! It's finally happening! I solved the friendship problem!
28678,Triple Threat,Josh Hamilton,Starlight Glimmer,"Actually, you created the friendship problem by not trusting your friends."
28679,Triple Threat,Josh Hamilton,Spike,"Yeah, but then I solved it by learning my lesson. I should have told my two friends about each other immediately instead of assuming they wouldn't get along."
28680,Triple Threat,Josh Hamilton,Twilight Sparkle,"Good job, Spike."
28682,Triple Threat,Josh Hamilton,Starlight Glimmer,"Yeah, pretty much."
28683,Triple Threat,Josh Hamilton,Spike,Yup.
28684,Triple Threat,Josh Hamilton,Spike,"[through loudspeaker] So, as a show of unity, I present the Dragon Fire Flame of Friendship to both Dragon Lord Ember and Thorax, leader of the changeling pack! May the flame of friendship burn for eternity."
28686,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"[straining] [muffled] Hey, kid, get over here!"
28687,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"Tents are lookin' good. And we made good time today. At this rate, we'll be at Winsome Falls by tomorrow!"
28688,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,We should do the annual Big-Sister-Little-Sister camping trip every weekend!
28689,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"Then it wouldn't be annual. And if we did it every weekend, it probably wouldn't be as special."
28690,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,"But the more we do it, the better we get at camping. Remember the first time we came here and Rarity had that ginormous tent?"
28691,Campfire Tales,Barry Safchik & Michael Platt,Rarity,"I heard that! [giggles] I've gotten much better at ""roughing it"", haven't I?"
28692,Campfire Tales,Barry Safchik & Michael Platt,Sweetie Belle,"Yup. This time, you only packed three suitcases."
28693,Campfire Tales,Barry Safchik & Michael Platt,Rarity,"I know what you're thinking. But I promise, I only brought the essentials."
28694,Campfire Tales,Barry Safchik & Michael Platt,Applejack,Like those light thingies?
28695,Campfire Tales,Barry Safchik & Michael Platt,Rarity,Of course. What is life if you can't make it beautiful?
28696,Campfire Tales,Barry Safchik & Michael Platt,Rainbow Dash,Mmmm! These berries look good enough to eat!
28697,Campfire Tales,Barry Safchik & Michael Platt,Scootaloo,"Don't! According to my book, they're extremely poisonous!"
28698,Campfire Tales,Barry Safchik & Michael Platt,Rainbow Dash,What?
28699,Campfire Tales,Barry Safchik & Michael Platt,Scootaloo,"I heard something, I stepped on something, and I saw that creepy cave... I guess I still get a little bit scared out here, even after the last camping trip."
28700,Campfire Tales,Barry Safchik & Michael Platt,Rainbow Dash,"Don't worry, kid. You've got a big sister this time."
28701,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,This looks amazing!
28702,Campfire Tales,Barry Safchik & Michael Platt,Scootaloo,This is gonna be the best Big-Sister-Slash-Little-Sister camping trip ever!
28703,Campfire Tales,Barry Safchik & Michael Platt,Scootaloo,Ow! What are these things?! Aaagh!
28704,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"Fly-ders! Everypony, run for cover! Don't get stuck in their<U+0097>"
28705,Campfire Tales,Barry Safchik & Michael Platt,Applejack,...web.
28706,Campfire Tales,Barry Safchik & Michael Platt,Sweetie Belle,[shrieks] Now what?!
28707,Campfire Tales,Barry Safchik & Michael Platt,Rainbow Dash,"Follow me, everypony!"
28708,Campfire Tales,Barry Safchik & Michael Platt,Scootaloo,Aaah! Not the scary cave!
28709,Campfire Tales,Barry Safchik & Michael Platt,Scootaloo,Where did those terrible bugs come from? And why did they destroy our camp?
28710,Campfire Tales,Barry Safchik & Michael Platt,Rainbow Dash,Ugh.
28711,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"Flyders are from the Luna Bay area. Never seen 'em this far east, though. Probably attracted to the food. Best wait here until they're gone."
28712,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,"Oh, apple rot! What are we supposed to do now?! We had games to play and marshmallows to roast at camp! In here, we got nothin'!"
28713,Campfire Tales,Barry Safchik & Michael Platt,Rarity,"Mm, that's not entirely true. We have each other."
28714,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"That's right! And if you girls want to, maybe we could tell some stories to pass the time."
28715,Campfire Tales,Barry Safchik & Michael Platt,Rainbow Dash,You want stories? I've got a ton of stories! Spoiler alert <U+0096> they're all about me and how awesome I am!
28716,Campfire Tales,Barry Safchik & Michael Platt,Applejack,I was thinkin' more like campfire stories?
28717,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,But we don't even have a campfire.
28718,Campfire Tales,Barry Safchik & Michael Platt,Rainbow Dash,I got this!
28719,Campfire Tales,Barry Safchik & Michael Platt,Applejack,Wow. That was brave.
28720,Campfire Tales,Barry Safchik & Michael Platt,Scootaloo,"We aren't gonna tell scary stories like our last camping trip, are we? It's bad enough just being in here!"
28721,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"Don't worry, Scootaloo. I was gonna tell you mine and Apple Bloom's favorite legend."
28722,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,"Ooh! You mean Rockhoof? I love that one! He was so strong, and when he<U+0097>"
28723,Campfire Tales,Barry Safchik & Michael Platt,Sweetie Belle,"Apple Bloom, shhh! We haven't heard it yet!"
28724,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,"Oh, okay. But it's so good! Heh."
28725,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"Well, it's true. Rockhoof was known far and wide for his incredible strength. But he didn't start out that way. You see, Rockhoof was a tiny little fella, the son of a farmer."
28726,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,Just like us!
28727,Campfire Tales,Barry Safchik & Michael Platt,Applejack,They lived in a village that sat at the foot of a gigantic volcano.
28728,Campfire Tales,Barry Safchik & Michael Platt,Applejack,[narrating] And the village was protected by an elite group of guard ponies called the Mighty Helm.
28729,Campfire Tales,Barry Safchik & Michael Platt,Applejack,[narrating] Young Rockhoof wanted nothing more than to be part of the Mighty Helm.
28730,Campfire Tales,Barry Safchik & Michael Platt,Applejack,[narrating] But he was told that he was too scrawny and weak to protect the village.
28731,Campfire Tales,Barry Safchik & Michael Platt,Applejack,[narrating] But Rockhoof wouldn't take no for an answer.
28732,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"[narrating] Then, one fateful day..."
28733,Campfire Tales,Barry Safchik & Michael Platt,Applejack,[narrating] ...the volcano erupted!
28735,Campfire Tales,Barry Safchik & Michael Platt,Apple Bloom,[continued] <U+0097>eeeeeeeeee! This is my favorite part!
28737,Campfire Tales,Barry Safchik & Michael Platt,Applejack,The molten lava poured down the side of the volcano...
28738,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"[narrating] ...and try as they might, the Mighty Helm couldn't figure out a way to save the village! They had to evacuate. But the village ponies didn't wanna leave their homes. They spent their entire lives there. They had nowhere else to go! So Rockhoof decided to do something crazy."
28739,Campfire Tales,Barry Safchik & Michael Platt,Applejack,"[narrating] He thought if he could divert the flow of the lava, he might be able to save his village. He started diggin' a trench!"
