index,title,writer,pony,dialog,emotion_chatgpt,season
31385,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Ever since you convinced me to let them live in the shop, these beastie sweeties have been nothing but helpful.",joy,8
31386,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,And I'm sure they'll help me let my inner strength shine through!,joy,8
31387,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh, I wish I could stay and offer more help. [gasps] Why not try a new outfit? Think of it as the costume for your role as... Shop Pony! Ha ha! You know what they say <U+0096> ""clothes make the pony"".",joy,8
31388,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Um, who says that?",surprise,8
31389,Fake It 'Til You Make It,Josh Hamilton,Rarity,"You know, ""them"". All right. I'm sure you and your furry friends will do just fine. Ta-ta!",joy,8
31390,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[sighs] I hope she's right.,neutral,8
31391,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,Whew. Here goes nothing.,neutral,8
31392,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,Welcome to Rarity For You. What can I help you with?,joy,8
31394,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Um, thread... count? Um... Well, I'm not sure. Let's see... Um, one, two, three, four...",neutral,8
31395,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Oh, I'm afraid I don't know much about fashion to satisfy these customers. What am I gonna do?",fear,8
31396,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Oh, I've never tried to act before, but... I suppose it's worth a shot.",joy,8
31397,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[clears throat, snooty voice] Severe but not unapproachable. Acceptable business attire. [normal voice] Oh, does that sound like a shop pony to you?",surprise,8
31398,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] So sorry for the wait. The shop has some... staffing issues today.,disgust,8
31400,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Here at Rarity For You, our merchandise defies typical attempts to quantify its quality, but rest assured, it will make you the envy of all who see it.",joy,8
31402,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,Ta-ta!,joy,8
31403,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[normal voice, sighs, faints, pants, sighs] Smoky Jr., I can't believe it worked! [snooty voice] I suppose clothes really do make the pony after all.",joy,8
31406,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh, darling, I'm afraid I can't stop. Potential emergency at the boutique.",fear,8
31408,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh, well, I always knew Fluttershy had it in her. [laughs] And there's still time to catch the train to Canterlot!",joy,8
31409,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] It's an unique play on the old standard. We call it a Rarity cut with a triple-cut stitched hem and a guacamole chevka pattern fabric.,joy,8
31411,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"If I had meant ""chevron"", then that's what I would've said.",anger,8
31413,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[normal voice] Aw, thanks, everyone. But I feel I should push the snootiness further.",joy,8
31414,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"If you really wanna help, I suppose serving tea would be nice. Oh, if you don't mind.",joy,8
31416,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] I'm afraid bold and shiny won't work with your whole... modelle. Perhaps... pointy.,fear,8
31418,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Not everypony can pull off a found object, but you... nearly get there.",joy,8
31420,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,Yes. Casual chic pr<ea>t-<e0>-porter is very branch<e9> this season.,joy,8
31422,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Um, one moment, please.",neutral,8
31423,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[normal voice] Oh, I think I need a new character.",neutral,8
31424,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[hipster voice] Okay, I've got, like, this high-key savage look for you? It's a totally live ensemble with a little, like, thingies that sparkle and make the whole squad go, ""Whoa! That pony is 'woke'!""",joy,8
31427,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[hipster voice] Can you, like, chill for one sec? BRB.",neutral,8
31428,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[goth voice] It's not like the futility of shopping can be made better with black leather and metal studs, but they help.",joy,8
31431,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] This tea must always be at a precise temperature! See that it doesn't happen again!,anger,8
31432,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[hipster voice] Whoa, that color is, like, almost too lit for you? [goth voice] The blackness of this vest is a reflection of your soul. [snooty voice] This hemline is nothing short of an inspiration of craftsponyship. Are you sure you deserve it?",surprise,8
31433,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] I don't know what's worse <U+0096> that you spilled the tea or that it's still cold! Either get it right or go back to the forest!,anger,8
31434,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Oh, it is so hard to find good help these days.",sadness,8
31435,Fake It 'Til You Make It,Josh Hamilton,Spike,"Okay! Okay! Slow down, everyone! I'm doing my best!",neutral,8
31436,Fake It 'Til You Make It,Josh Hamilton,Spike,"So, Rarity is busy at an important fashion show, and Fluttershy is running her shop in Manehattan, but to do it, she's playing different shop pony characters that are all mean?",surprise,8
31437,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,"How in the world did you figure that out, Spike?",surprise,8
31438,Fake It 'Til You Make It,Josh Hamilton,Spike,I'm not Dragon Charades champion for nothin'!,joy,8
31439,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,"I can't imagine Fluttershy would ever be mean to her animal friends. This sounds serious. Spike, tell everyone it's time to head back to Saddle Row!",joy,8
31440,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[snooty voice] I wouldn't think it was possible to make something so dowdy even more matronly, but here you are. [goth voice] It's like a scream in the void, empty and ultimately meaningless. [hipster voice] I would srsly help you right now, but, like, I don't wanna, you know?",disgust,8
31441,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,You weren't kidding. This is worse than we thought! She's being horrible to everypony!,anger,8
31442,Fake It 'Til You Make It,Josh Hamilton,Applejack,"Uh, are you sure that's even Fluttershy?",surprise,8
31443,Fake It 'Til You Make It,Josh Hamilton,Pinkie Pie,"Maybe it's just three really, really fast ponies that really, really look like her!",surprise,8
31444,Fake It 'Til You Make It,Josh Hamilton,Rainbow Dash,"Well, let's find out! Hey, Fluttershy? Are you running the shop or performing in a one-pony show?",joy,8
31445,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[snooty voice] If you don't mind, I can only improve the taste of one customer at a time. You'll have to wait your turn. Ugh, honestly! These small town ponies come to the big city and think they can behave any way they please!",disgust,8
31446,Fake It 'Til You Make It,Josh Hamilton,Rainbow Dash,What?! You are a small-town pony! And your cottage isn't even in the town!,surprise,8
31447,Fake It 'Til You Make It,Josh Hamilton,Applejack,"Look, Fluttershy, we came here because we were worried and we care about you.",joy,8
31448,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[goth voice, to Neigh Sayer] Let's get out of this aura of positivity before it consumes us.",disgust,8
31449,Fake It 'Til You Make It,Josh Hamilton,Pinkie Pie,"As fun as this Fluttershy switcheroo game is, Smoky, Smoky Jr., and Softpad are really concerned.",neutral,8
31450,Fake It 'Til You Make It,Josh Hamilton,Spike,Yeah! They came all the way to Ponyville to get us.,joy,8
31451,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[hipster voice] They should have, like, stayed there? The shop is, like, a no-rodent zone now.",neutral,8
31452,Fake It 'Til You Make It,Josh Hamilton,Pinkie Pie,"She called them ""rodents""?!",surprise,8
31453,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,"Fluttershy, I understand why you think you have to act this way for these customers, but there's gotta be a better way.",neutral,8
31454,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[snooty voice] [sarcastically] Goodness! You are so right. Please, step this way so that we may discuss your concerns.",disgust,8
31455,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,I knew you'd come to your senses!,joy,8
31456,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] Indeed.,neutral,8
31458,Fake It 'Til You Make It,Josh Hamilton,Rarity,"I don't understand. When I left Fluttershy, she had everything well in hoof.",neutral,8
31459,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,"Well, things might have seemed all right when you left, but they're definitely not all right now.",sadness,8
31460,Fake It 'Til You Make It,Josh Hamilton,Applejack,She's actin' worse than the worst Manehattanite I ever saw!,anger,8
31461,Fake It 'Til You Make It,Josh Hamilton,Rainbow Dash,She kicked us out of the shop!,anger,8
31462,Fake It 'Til You Make It,Josh Hamilton,Pinkie Pie,"She called Smoky, Smoky Jr., and Softpad... ""rodents""!",disgust,8
31463,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Wh-wh-wha... Rodents?! Well, why didn't you say that from the start?! She obviously needs help! Come on!",surprise,8
31464,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[goth voice] Your melancholy is way too shallow for a look with this much unfeeling depth.,disgust,8
31466,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[hipster voice] Ugh! Your style isn't even on the same page? Turn away. Don't even look at it, okay?",disgust,8
31468,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[snooty voice] I think not, dear! This is all far too fashion forward for the likes of you!",disgust,8
31470,Fake It 'Til You Make It,Josh Hamilton,Applejack,[sighs] Told ya it was bad.,sadness,8
31471,Fake It 'Til You Make It,Josh Hamilton,Rarity,Bad? This is worse than I could've possibly imagined!,surprise,8
31472,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[snooty voice] Rarity! I'm so glad you're here! [kissing noises] Finally, a pony who understands that the couture in this shop is far too brilliant to even consider selling!",joy,8
31473,Fake It 'Til You Make It,Josh Hamilton,Rarity,Whaaat?!,surprise,8
31474,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[hipster voice] You, like, totally get how lame customers are? Ugh! [goth voice] Watching them leave filled me with a sweet sadness. [snooty voice] And you'll be pleased to hear that I've taken care of your rodent situation.",disgust,8
31475,Fake It 'Til You Make It,Josh Hamilton,Pinkie Pie,Will somebody tell her to stop saying that?!,anger,8
31476,Fake It 'Til You Make It,Josh Hamilton,Rarity,"That's it! Fluttershy, I'm afraid you've left me no choice! You are terminated!",fear,8
31477,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] Well! Good luck replacing me! Humph!,anger,8
31478,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[goth voice] I always thought she was too controlling.,anger,8
31479,Fake It 'Til You Make It,Josh Hamilton,Rarity,"You<U+0097> you<U+0097> you are terminated, too!",anger,8
31480,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[goth voice] Whatever.,neutral,8
31481,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[hipster voice] I know, right? I mean, uh, ugh?",surprise,8
31482,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Actually, you're, like, totally terminated as well!",anger,8
31483,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[hipster voice] Like, okay.",neutral,8
31484,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[normal voice] I guess I owe everypony an apology.,neutral,8
31485,Fake It 'Til You Make It,Josh Hamilton,Rarity,[sighs] You think?,neutral,8
31486,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,I got so caught up trying to please all of your customers that<U+0097>,neutral,8
31487,Fake It 'Til You Make It,Josh Hamilton,Rainbow Dash,What customers?,surprise,8
31488,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,I might have taken my salespony characters a little too far.,neutral,8
31489,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"[to raccoons] I'm sorry if I hurt your feelings. You know I was only pretending, right?",neutral,8
31490,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,"But, Fluttershy, why did you think you needed to be somepony else to run the shop?",surprise,8
31491,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,I guess acting like the ponies of Saddle Row gave me the confidence to interact with them.,joy,8
31492,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Darling, I'd never trust some horrible Saddle Row pony to run my shop. That's why I wanted a friend to do it.",anger,8
31493,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Well, I'd definitely rather be myself anyway, even if I don't exactly have what it takes to be a shop pony.",neutral,8
31494,Fake It 'Til You Make It,Josh Hamilton,Twilight Sparkle,I wouldn't sell yourself short. Those salespony characters all came from you!,joy,8
31495,Fake It 'Til You Make It,Josh Hamilton,Rainbow Dash,Yeah! I think you totally have what it takes.,joy,8
31496,Fake It 'Til You Make It,Josh Hamilton,Pinkie Pie,Maybe a little too much.,neutral,8
31497,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Indeed. You have all the inner strength you need, but I think we prefer it coming from our sweet, regular Fluttershy.",joy,8
31498,Fake It 'Til You Make It,Josh Hamilton,Rarity,And that's just given me the inspiration I'm looking for!,joy,8
31499,Fake It 'Til You Make It,Josh Hamilton,Rarity,And last one... There! The missing piece for my new collection <U+0096> the Warrior of Inner Strength!,joy,8
31501,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,"Oh, it's lovely, Rarity! I'm just sorry you had to leave the Canterlot Royal Fashion Show early.",joy,8
31502,Fake It 'Til You Make It,Josh Hamilton,Rarity,"Oh, darling, making the perfect dress is scads more satisfying than showing it off.",joy,8
31504,Fake It 'Til You Make It,Josh Hamilton,Rarity,"What? No, I<U+0097>",surprise,8
31505,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] Have you considered the possibility that the Royal Fashion Show is trying to undercut Rarity's by continuing on in Canterlot and not moving the whole affair here?! Hmm?! Have you?! Hmmm?!,anger,8
31507,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[snooty voice] Hmph! Just as I thought! Hmmm!,disgust,8
31508,Fake It 'Til You Make It,Josh Hamilton,Fluttershy,[to Rarity] Oh! [giggles] Inner strength.,joy,8
31510,Grannies Gone Wild,Gillian M. Berrow,Rainbow Dash,"Wait. The fastest, most thrilling ride of all time?",surprise,8
31512,Grannies Gone Wild,Gillian M. Berrow,Rainbow Dash,"[scoffs] Of course I have! It's that one where, uh... All right, you got me. What is it?",surprise,8
31515,Grannies Gone Wild,Gillian M. Berrow,Rainbow Dash,It looks incredible!,joy,8
31517,Grannies Gone Wild,Gillian M. Berrow,Rainbow Dash,...series of daring dips and terrifying turns...,fear,8
31518,Grannies Gone Wild,Gillian M. Berrow,Rainbow Dash,...flipping upside-down so many times you don't know which way is up!,surprise,8
31519,Grannies Gone Wild,Gillian M. Berrow,Rainbow Dash,'Til finally you climb to the highest peak on the rails! Then drop towards the ground at lightning speed...,surprise,8
31520,Grannies Gone Wild,Gillian M. Berrow,Rainbow Dash,...before coming up to a screeching halt! It's the coolest ride ever to exist in the history of Equestria!,joy,8
